aar,database_id,indikator_id,hospital_id,hospital_navn,region,enhed,retning,metodebrud_flag,antal_forloeb_hospital,vaerdi_hospital,ci_nedre_hospital,ci_oevre_hospital,vaerdi_baseline_hospital,forbedring_siden_baseline_hospital,rang_hospital
2024,akut,genindlaeggelse,h_13,Næstved Sygehus,Sjælland,pct,lavere_bedre,False,787,8.442,8.041,8.843,10.806,2.364,7
2024,akut,genindlaeggelse,h_14,SU Roskilde,Sjælland,pct,lavere_bedre,False,911,9.989,9.621,10.356,12.737,2.748,10
2024,akut,genindlaeggelse,h_15,Rigshospitalet,Hovedstaden,pct,lavere_bedre,False,747,9.27,8.886,9.654,11.004,1.734,9
2024,akut,genindlaeggelse,h_16,Herlev Hospital,Hovedstaden,pct,lavere_bedre,False,1627,5.146,4.866,5.427,11.248,6.102,1
2024,akut,genindlaeggelse,h_17,Bispebjerg Hospital,Hovedstaden,pct,lavere_bedre,False,2018,13.725,13.473,13.976,10.008,-3.717,16
2024,akut,genindlaeggelse,h_18,Hvidovre Hospital,Hovedstaden,pct,lavere_bedre,False,973,11.533,11.223,11.845,10.013,-1.52,13
2024,akut,mort_30d,h_01,Aalborg Universitetshospital,Nordjylland,pct,lavere_bedre,False,922,5.524,5.157,5.891,6.901,1.377,8
2024,akut,mort_30d,h_02,RH Hjørring,Nordjylland,pct,lavere_bedre,False,832,3.754,3.363,4.145,6.261,2.507,3
2024,akut,mort_30d,h_03,RH Frederikshavn,Nordjylland,pct,lavere_bedre,False,2164,5.5,5.257,5.743,6.799,1.299,7
2024,akut,mort_30d,h_04,AUH,Midtjylland,pct,lavere_bedre,False,1198,3.424,3.108,3.74,5.083,1.659,1
2024,akut,mort_30d,h_05,RH Gødstrup,Midtjylland,pct,lavere_bedre,False,464,4.971,4.445,5.496,6.588,1.617,5
2024,akut,mort_30d,h_06,RH Horsens,Midtjylland,pct,lavere_bedre,False,597,6.199,5.737,6.662,6.927,0.728,12
2024,akut,mort_30d,h_07,HE Midt,Midtjylland,pct,lavere_bedre,False,921,8.532,8.16,8.905,6.014,-2.518,18
2024,akut,mort_30d,h_08,OUH,Syddanmark,pct,lavere_bedre,False,2534,7.476,7.251,7.701,7.48,0.004,14
2024,akut,mort_30d,h_09,Esbjerg Sygehus,Syddanmark,pct,lavere_bedre,False,1606,5.85,5.568,6.131,6.95,1.1,11
2024,akut,mort_30d,h_10,Sygehus Sønderjylland,Syddanmark,pct,lavere_bedre,False,1160,7.966,7.644,8.289,7.366,-0.6,17
2024,akut,mort_30d,h_11,Sygehus Lillebælt,Syddanmark,pct,lavere_bedre,False,1026,4.55,4.198,4.901,5.517,0.967,4
2024,akut,mort_30d,h_12,Holbæk Sygehus,Sjælland,pct,lavere_bedre,False,1073,7.896,7.552,8.24,6.246,-1.65,16
2024,akut,mort_30d,h_13,Næstved Sygehus,Sjælland,pct,lavere_bedre,False,787,5.573,5.172,5.974,7.564,1.991,9
2024,akut,mort_30d,h_14,SU Roskilde,Sjælland,pct,lavere_bedre,False,911,5.712,5.345,6.079,7.453,1.741,10
2024,akut,mort_30d,h_15,Rigshospitalet,Hovedstaden,pct,lavere_bedre,False,747,5.25,4.866,5.635,6.03,0.78,6
2024,akut,mort_30d,h_16,Herlev Hospital,Hovedstaden,pct,lavere_bedre,False,1627,3.734,3.454,4.015,6.39,2.656,2
2024,akut,mort_30d,h_17,Bispebjerg Hospital,Hovedstaden,pct,lavere_bedre,False,2018,7.656,7.404,7.907,6.209,-1.447,15
2024,akut,mort_30d,h_18,Hvidovre Hospital,Hovedstaden,pct,lavere_bedre,False,973,6.726,6.414,7.036,5.258,-1.468,13
2024,akut,overlevelse_1aar,h_01,Aalborg Universitetshospital,Nordjylland,pct,hoejere_bedre,False,922,88.096,87.729,88.462,87.25,0.846,8
2024,akut,overlevelse_1aar,h_02,RH Hjørring,Nordjylland,pct,hoejere_bedre,False,832,93.455,93.064,93.846,86.517,6.938,2
2024,akut,overlevelse_1aar,h_03,RH Frederikshavn,Nordjylland,pct,hoejere_bedre,False,2164,88.192,87.949,88.435,85.518,2.674,7
2024,akut,overlevelse_1aar,h_04,AUH,Midtjylland,pct,hoejere_bedre,False,1198,93.058,92.742,93.374,87.646,5.412,3
2024,akut,overlevelse_1aar,h_05,RH Gødstrup,Midtjylland,pct,hoejere_bedre,False,464,88.577,88.053,89.102,84.179,4.398,5
2024,akut,overlevelse_1aar,h_06,RH Horsens,Midtjylland,pct,hoejere_bedre,False,597,87.169,86.707,87.632,84.895,2.274,12
2024,akut,overlevelse_1aar,h_07,HE Midt,Midtjylland,pct,hoejere_bedre,False,921,80.58,80.207,80.952,84.584,-4.004,17
2024,akut,overlevelse_1aar,h_08,OUH,Syddanmark,pct,hoejere_bedre,False,2534,81.961,81.736,82.185,82.909,-0.948,15
2024,akut,overlevelse_1aar,h_09,Esbjerg Sygehus,Syddanmark,pct,hoejere_bedre,False,1606,88.468,88.187,88.749,84.808,3.66,6
2024,akut,overlevelse_1aar,h_10,Sygehus Sønderjylland,Syddanmark,pct,hoejere_bedre,False,306,79.533,79.075,79.99,84.695,-5.162,18
2024,akut,overlevelse_1aar,h_11,Sygehus Lillebælt,Syddanmark,pct,hoejere_bedre,False,1026,90.272,89.921,90.623,87.853,2.419,4
2024,akut,overlevelse_1aar,h_12,Holbæk Sygehus,Sjælland,pct,hoejere_bedre,False,1073,81.061,80.718,81.405,85.115,-4.054,16
2024,akut,overlevelse_1aar,h_13,Næstved Sygehus,Sjælland,pct,hoejere_bedre,False,787,87.817,87.416,88.218,84.395,3.422,11
2024,akut,overlevelse_1aar,h_14,SU Roskilde,Sjælland,pct,hoejere_bedre,False,911,87.999,87.632,88.366,84.066,3.933,9
2024,akut,overlevelse_1aar,h_15,Rigshospitalet,Hovedstaden,pct,hoejere_bedre,False,747,87.865,87.48,88.249,86.489,1.376,10
2024,akut,overlevelse_1aar,h_16,Herlev Hospital,Hovedstaden,pct,hoejere_bedre,False,1627,93.824,93.543,94.104,85.511,8.313,1
2024,akut,overlevelse_1aar,h_17,Bispebjerg Hospital,Hovedstaden,pct,hoejere_bedre,False,2018,83.38,83.129,83.632,86.794,-3.414,14
2024,akut,overlevelse_1aar,h_18,Hvidovre Hospital,Hovedstaden,pct,hoejere_bedre,False,973,86.117,85.805,86.427,87.766,-1.649,13
2024,akut,registreringsfuldkommenhed,h_01,Aalborg Universitetshospital,Nordjylland,pct,hoejere_bedre,False,922,96.194,95.826,96.56,93.469,2.725,6
2024,akut,registreringsfuldkommenhed,h_02,RH Hjørring,Nordjylland,pct,hoejere_bedre,False,832,100.0,99.609,100.391,94.21,5.79,1
2024,akut,registreringsfuldkommenhed,h_03,RH Frederikshavn,Nordjylland,pct,hoejere_bedre,False,2164,94.997,94.754,95.239,93.509,1.488,11
2024,akut,registreringsfuldkommenhed,h_04,AUH,Midtjylland,pct,hoejere_bedre,False,1198,99.93,99.614,100.245,96.099,3.831,2
2024,akut,registreringsfuldkommenhed,h_05,RH Gødstrup,Midtjylland,pct,hoejere_bedre,False,464,97.481,96.956,98.006,93.055,4.426,3
2024,akut,registreringsfuldkommenhed,h_06,RH Horsens,Midtjylland,pct,hoejere_bedre,False,597,96.142,95.679,96.604,93.464,2.678,7
2024,akut,registreringsfuldkommenhed,h_07,HE Midt,Midtjylland,pct,hoejere_bedre,False,921,90.54,90.167,90.911,95.04,-4.5,14
2024,akut,registreringsfuldkommenhed,h_08,OUH,Syddanmark,pct,hoejere_bedre,False,2534,89.676,89.452,89.901,91.769,-2.093,16
2024,akut,registreringsfuldkommenhed,h_09,Esbjerg Sygehus,Syddanmark,pct,hoejere_bedre,False,1606,95.56,95.278,95.84,92.288,3.272,9
2024,akut,registreringsfuldkommenhed,h_10,Sygehus Sønderjylland,Syddanmark,pct,hoejere_bedre,False,1160,88.924,88.602,89.246,93.935,-5.011,17
2024,akut,registreringsfuldkommenhed,h_11,Sygehus Lillebælt,Syddanmark,pct,hoejere_bedre,False,1026,97.463,97.111,97.814,95.411,2.052,4
2024,akut,registreringsfuldkommenhed,h_12,Holbæk Sygehus,Sjælland,pct,hoejere_bedre,False,1073,90.376,90.032,90.72,94.304,-3.928,15
2024,akut,registreringsfuldkommenhed,h_13,Næstved Sygehus,Sjælland,pct,hoejere_bedre,False,787,95.802,95.402,96.204,93.356,2.446,8
2024,akut,registreringsfuldkommenhed,h_14,SU Roskilde,Sjælland,pct,hoejere_bedre,False,911,95.069,94.702,95.436,91.554,3.515,10
2024,akut,registreringsfuldkommenhed,h_15,Rigshospitalet,Hovedstaden,pct,hoejere_bedre,False,747,96.558,96.173,96.942,94.694,1.864,5
2024,akut,registreringsfuldkommenhed,h_16,Herlev Hospital,Hovedstaden,pct,hoejere_bedre,False,1627,100.0,99.72,100.28,94.412,5.588,1
2024,akut,registreringsfuldkommenhed,h_17,Bispebjerg Hospital,Hovedstaden,pct,hoejere_bedre,False,2018,91.794,91.542,92.045,94.309,-2.515,13
2024,akut,registreringsfuldkommenhed,h_18,Hvidovre Hospital,Hovedstaden,pct,hoejere_bedre,False,973,92.898,92.586,93.209,95.4,-2.502,12
2024,akut,tid_til_behandling,h_01,Aalborg Universitetshospital,Nordjylland,timer,lavere_bedre,False,922,6.854,6.487,7.22,9.182,2.328,8
2024,akut,tid_til_behandling,h_02,RH Hjørring,Nordjylland,timer,lavere_bedre,False,832,3.123,2.732,3.514,8.712,5.589,3
2024,akut,tid_til_behandling,h_03,RH Frederikshavn,Nordjylland,timer,lavere_bedre,False,2164,7.467,7.224,7.71,9.414,1.947,10
2024,akut,tid_til_behandling,h_04,AUH,Midtjylland,timer,lavere_bedre,False,1198,2.813,2.497,3.13,6.839,4.026,1
2024,akut,tid_til_behandling,h_05,RH Gødstrup,Midtjylland,timer,lavere_bedre,False,464,6.199,5.674,6.724,10.186,3.987,6
2024,akut,tid_til_behandling,h_06,RH Horsens,Midtjylland,timer,lavere_bedre,False,597,7.65,7.187,8.113,9.407,1.757,11
2024,akut,tid_til_behandling,h_07,HE Midt,Midtjylland,timer,lavere_bedre,False,921,12.472,12.1,12.845,8.225,-4.247,18
2024,akut,tid_til_behandling,h_08,OUH,Syddanmark,timer,lavere_bedre,False,2534,12.003,11.778,12.228,11.046,-0.957,17
2024,akut,tid_til_behandling,h_09,Esbjerg Sygehus,Syddanmark,timer,lavere_bedre,False,1606,6.702,6.421,6.983,9.529,2.827,7
2024,akut,tid_til_behandling,h_10,Sygehus Sønderjylland,Syddanmark,timer,lavere_bedre,False,1160,11.781,11.459,12.103,9.516,-2.265,16
2024,akut,tid_til_behandling,h_11,Sygehus Lillebælt,Syddanmark,timer,lavere_bedre,False,1026,4.714,4.362,5.065,7.459,2.745,4
2024,akut,tid_til_behandling,h_12,Holbæk Sygehus,Sjælland,timer,lavere_bedre,False,432,11.573,11.188,11.957,9.94,-1.633,15
2024,akut,tid_til_behandling,h_13,Næstved Sygehus,Sjælland,timer,lavere_bedre,False,787,7.929,7.528,8.33,8.7,0.771,12
2024,akut,tid_til_behandling,h_14,SU Roskilde,Sjælland,timer,lavere_bedre,False,911,7.288,6.92,7.654,10.309,3.021,9
2024,akut,tid_til_behandling,h_15,Rigshospitalet,Hovedstaden,timer,lavere_bedre,False,631,5.464,5.145,5.782,8.233,2.769,5
2024,akut,tid_til_behandling,h_16,Herlev Hospital,Hovedstaden,timer,lavere_bedre,False,1627,2.924,2.644,3.204,8.0,5.076,2
2024,akut,tid_til_behandling,h_17,Bispebjerg Hospital,Hovedstaden,timer,lavere_bedre,False,2018,11.087,10.836,11.34,7.156,-3.931,14
2024,akut,tid_til_behandling,h_18,Hvidovre Hospital,Hovedstaden,timer,lavere_bedre,False,973,9.358,9.047,9.669,6.751,-2.607,13
2024,akut,ventetid,h_01,Aalborg Universitetshospital,Nordjylland,dage,lavere_bedre,False,922,13.942,13.575,14.309,20.329,6.387,7
2024,akut,ventetid,h_02,RH Hjørring,Nordjylland,dage,lavere_bedre,False,832,3.99,3.599,4.382,16.782,12.792,1
2024,akut,ventetid,h_03,RH Frederikshavn,Nordjylland,dage,lavere_bedre,False,2164,14.891,14.648,15.134,19.523,4.632,12
2024,akut,ventetid,h_04,AUH,Midtjylland,dage,lavere_bedre,False,1198,7.56,7.244,7.875,14.792,7.232,3
2024,akut,ventetid,h_05,RH Gødstrup,Midtjylland,dage,lavere_bedre,False,464,13.568,13.042,14.093,19.868,6.3,5
2024,akut,ventetid,h_06,RH Horsens,Midtjylland,dage,lavere_bedre,False,597,13.98,13.517,14.442,17.806,3.826,8
2024,akut,ventetid,h_07,HE Midt,Midtjylland,dage,lavere_bedre,False,921,26.342,25.97,26.714,17.301,-9.041,18
2024,akut,ventetid,h_08,OUH,Syddanmark,dage,lavere_bedre,False,2534,22.787,22.563,23.012,21.305,-1.482,15
2024,akut,ventetid,h_09,Esbjerg Sygehus,Syddanmark,dage,lavere_bedre,False,1606,13.928,13.647,14.209,20.239,6.311,6
2024,akut,ventetid,h_10,Sygehus Sønderjylland,Syddanmark,dage,lavere_bedre,False,1160,25.002,24.68,25.325,20.312,-4.69,17
2024,akut,ventetid,h_11,Sygehus Lillebælt,Syddanmark,dage,lavere_bedre,False,1026,11.846,11.495,12.197,16.74,4.894,4
2024,akut,ventetid,h_12,Holbæk Sygehus,Sjælland,dage,lavere_bedre,False,1073,23.016,22.672,23.359,18.625,-4.391,16
2024,akut,ventetid,h_13,Næstved Sygehus,Sjælland,dage,lavere_bedre,False,787,14.15,13.749,14.552,19.939,5.789,10
2024,akut,ventetid,h_14,SU Roskilde,Sjælland,dage,lavere_bedre,False,911,14.464,14.097,14.831,22.464,8.0,11
2024,akut,ventetid,h_15,Rigshospitalet,Hovedstaden,dage,lavere_bedre,False,747,14.015,13.631,14.399,17.742,3.727,9
2024,akut,ventetid,h_16,Herlev Hospital,Hovedstaden,dage,lavere_bedre,False,1627,6.39,6.109,6.67,17.398,11.008,2
2024,akut,ventetid,h_17,Bispebjerg Hospital,Hovedstaden,dage,lavere_bedre,False,2018,21.447,21.196,21.699,18.449,-2.998,13
2024,akut,ventetid,h_18,Hvidovre Hospital,Hovedstaden,dage,lavere_bedre,False,973,21.941,21.63,22.252,14.532,-7.409,14
2024,dansk_apopleksi,behandlingskvalitet,h_01,Aalborg Universitetshospital,Nordjylland,index_0_100,hoejere_bedre,False,611,75.033,74.58,75.486,70.84,4.193,7
2024,dansk_apopleksi,behandlingskvalitet,h_02,RH Hjørring,Nordjylland,index_0_100,hoejere_bedre,False,961,83.157,82.793,83.521,72.164,10.993,1
2024,dansk_apopleksi,behandlingskvalitet,h_03,RH Frederikshavn,Nordjylland,index_0_100,hoejere_bedre,False,1926,73.523,73.266,73.78,67.719,5.804,11
2024,dansk_apopleksi,behandlingskvalitet,h_04,AUH,Midtjylland,index_0_100,hoejere_bedre,False,1066,82.001,81.672,82.331,76.066,5.935,3
2024,dansk_apopleksi,behandlingskvalitet,h_05,RH Gødstrup,Midtjylland,index_0_100,hoejere_bedre,False,605,75.865,75.453,76.278,67.136,8.729,5
2024,dansk_apopleksi,behandlingskvalitet,h_06,RH Horsens,Midtjylland,index_0_100,hoejere_bedre,False,1228,75.141,74.842,75.441,69.343,5.798,6
2024,dansk_apopleksi,behandlingskvalitet,h_07,HE Midt,Midtjylland,index_0_100,hoejere_bedre,False,941,61.58,61.244,61.917,71.623,-10.043,17
2024,dansk_apopleksi,behandlingskvalitet,h_08,OUH,Syddanmark,index_0_100,hoejere_bedre,False,1829,62.193,61.934,62.452,65.542,-3.349,15
2024,dansk_apopleksi,behandlingskvalitet,h_09,Esbjerg Sygehus,Syddanmark,index_0_100,hoejere_bedre,False,1489,74.661,74.372,74.95,69.9,4.761,8
2024,dansk_apopleksi,behandlingskvalitet,h_10,Sygehus Sønderjylland,Syddanmark,index_0_100,hoejere_bedre,False,1167,61.701,61.381,62.019,68.352,-6.651,16
2024,dansk_apopleksi,behandlingskvalitet,h_11,Sygehus Lillebælt,Syddanmark,index_0_100,hoejere_bedre,False,1730,77.293,77.026,77.561,74.485,2.808,4
2024,dansk_apopleksi,behandlingskvalitet,h_12,Holbæk Sygehus,Sjælland,index_0_100,hoejere_bedre,False,1047,60.944,60.594,61.293,68.821,-7.877,18
2024,dansk_apopleksi,behandlingskvalitet,h_13,Næstved Sygehus,Sjælland,index_0_100,hoejere_bedre,False,1466,73.569,73.28,73.858,67.32,6.249,10
2024,dansk_apopleksi,behandlingskvalitet,h_14,SU Roskilde,Sjælland,index_0_100,hoejere_bedre,False,1321,73.432,73.124,73.74,65.891,7.541,12
2024,dansk_apopleksi,behandlingskvalitet,h_15,Rigshospitalet,Hovedstaden,index_0_100,hoejere_bedre,False,721,74.217,73.799,74.636,67.475,6.742,9
2024,dansk_apopleksi,behandlingskvalitet,h_16,Herlev Hospital,Hovedstaden,index_0_100,hoejere_bedre,False,838,82.944,82.554,83.335,71.213,11.731,2
2024,dansk_apopleksi,behandlingskvalitet,h_17,Bispebjerg Hospital,Hovedstaden,index_0_100,hoejere_bedre,False,1442,63.454,63.156,63.752,69.349,-5.895,14
2024,dansk_apopleksi,behandlingskvalitet,h_18,Hvidovre Hospital,Hovedstaden,index_0_100,hoejere_bedre,False,438,66.326,65.786,66.865,73.192,-6.866,13
2024,dansk_apopleksi,mort_30d,h_01,Aalborg Universitetshospital,Nordjylland,pct,lavere_bedre,False,611,4.366,3.913,4.82,5.408,1.042,6
2024,dansk_apopleksi,mort_30d,h_02,RH Hjørring,Nordjylland,pct,lavere_bedre,False,961,2.865,2.5,3.229,5.859,2.994,2
2024,dansk_apopleksi,mort_30d,h_03,RH Frederikshavn,Nordjylland,pct,lavere_bedre,False,1926,4.956,4.699,5.214,6.636,1.68,10
2024,dansk_apopleksi,mort_30d,h_04,AUH,Midtjylland,pct,lavere_bedre,False,1066,2.6,2.271,2.929,4.158,1.558,1
2024,dansk_apopleksi,mort_30d,h_05,RH Gødstrup,Midtjylland,pct,lavere_bedre,False,605,4.304,3.893,4.716,5.565,1.261,5
2024,dansk_apopleksi,mort_30d,h_06,RH Horsens,Midtjylland,pct,lavere_bedre,False,1228,5.637,5.338,5.937,6.206,0.569,12
2024,dansk_apopleksi,mort_30d,h_07,HE Midt,Midtjylland,pct,lavere_bedre,False,941,7.236,6.899,7.572,4.949,-2.287,17
2024,dansk_apopleksi,mort_30d,h_08,OUH,Syddanmark,pct,lavere_bedre,False,1829,6.53,6.271,6.789,6.698,0.168,15
2024,dansk_apopleksi,mort_30d,h_09,Esbjerg Sygehus,Syddanmark,pct,lavere_bedre,False,1489,4.728,4.44,5.018,5.981,1.253,7
2024,dansk_apopleksi,mort_30d,h_10,Sygehus Sønderjylland,Syddanmark,pct,lavere_bedre,False,1167,7.503,7.184,7.822,5.966,-1.537,18
2024,dansk_apopleksi,mort_30d,h_11,Sygehus Lillebælt,Syddanmark,pct,lavere_bedre,False,1730,4.027,3.759,4.295,4.292,0.265,4
2024,dansk_apopleksi,mort_30d,h_12,Holbæk Sygehus,Sjælland,pct,lavere_bedre,False,1047,7.007,6.657,7.357,5.81,-1.197,16
2024,dansk_apopleksi,mort_30d,h_13,Næstved Sygehus,Sjælland,pct,lavere_bedre,False,1466,4.904,4.615,5.194,6.022,1.118,9
2024,dansk_apopleksi,mort_30d,h_14,SU Roskilde,Sjælland,pct,lavere_bedre,False,1321,4.971,4.663,5.279,5.886,0.915,11
2024,dansk_apopleksi,mort_30d,h_15,Rigshospitalet,Hovedstaden,pct,lavere_bedre,False,445,4.794,4.414,5.173,5.584,0.79,8
2024,dansk_apopleksi,mort_30d,h_16,Herlev Hospital,Hovedstaden,pct,lavere_bedre,False,838,3.153,2.762,3.543,5.373,2.22,3
2024,dansk_apopleksi,mort_30d,h_17,Bispebjerg Hospital,Hovedstaden,pct,lavere_bedre,False,1442,6.472,6.174,6.77,5.503,-0.969,13
2024,dansk_apopleksi,mort_30d,h_18,Hvidovre Hospital,Hovedstaden,pct,lavere_bedre,False,438,6.496,5.956,7.036,4.948,-1.548,14
2024,dansk_apopleksi,patienttilfredshed,h_01,Aalborg Universitetshospital,Nordjylland,index_0_100,hoejere_bedre,False,611,79.861,79.409,80.315,74.675,5.186,6
2024,dansk_apopleksi,patienttilfredshed,h_02,RH Hjørring,Nordjylland,index_0_100,hoejere_bedre,False,961,86.876,86.512,87.241,75.155,11.721,2
2024,dansk_apopleksi,patienttilfredshed,h_03,RH Frederikshavn,Nordjylland,index_0_100,hoejere_bedre,False,1926,76.728,76.471,76.985,73.653,3.075,11
2024,dansk_apopleksi,patienttilfredshed,h_04,AUH,Midtjylland,index_0_100,hoejere_bedre,False,1066,87.82,87.492,88.15,76.2,11.62,1
2024,dansk_apopleksi,patienttilfredshed,h_05,RH Gødstrup,Midtjylland,index_0_100,hoejere_bedre,False,605,79.054,78.642,79.466,71.551,7.503,7
2024,dansk_apopleksi,patienttilfredshed,h_06,RH Horsens,Midtjylland,index_0_100,hoejere_bedre,False,1228,78.141,77.842,78.441,73.235,4.906,9
2024,dansk_apopleksi,patienttilfredshed,h_07,HE Midt,Midtjylland,index_0_100,hoejere_bedre,False,941,64.285,63.948,64.622,73.945,-9.66,17
2024,dansk_apopleksi,patienttilfredshed,h_08,OUH,Syddanmark,index_0_100,hoejere_bedre,False,1829,66.612,66.353,66.871,70.083,-3.471,16
2024,dansk_apopleksi,patienttilfredshed,h_09,Esbjerg Sygehus,Syddanmark,index_0_100,hoejere_bedre,False,1489,79.881,79.593,80.17,70.759,9.122,5
2024,dansk_apopleksi,patienttilfredshed,h_10,Sygehus Sønderjylland,Syddanmark,index_0_100,hoejere_bedre,False,1167,64.011,63.692,64.33,74.171,-10.16,18
2024,dansk_apopleksi,patienttilfredshed,h_11,Sygehus Lillebælt,Syddanmark,index_0_100,hoejere_bedre,False,1730,82.27,82.003,82.539,76.974,5.296,4
2024,dansk_apopleksi,patienttilfredshed,h_12,Holbæk Sygehus,Sjælland,index_0_100,hoejere_bedre,False,1047,67.149,66.799,67.498,72.863,-5.714,15
2024,dansk_apopleksi,patienttilfredshed,h_13,Næstved Sygehus,Sjælland,index_0_100,hoejere_bedre,False,1466,78.961,78.672,79.251,73.281,5.68,8
2024,dansk_apopleksi,patienttilfredshed,h_14,SU Roskilde,Sjælland,index_0_100,hoejere_bedre,False,1321,75.68,75.372,75.988,70.24,5.44,12
2024,dansk_apopleksi,patienttilfredshed,h_15,Rigshospitalet,Hovedstaden,index_0_100,hoejere_bedre,False,721,77.754,77.336,78.173,72.634,5.12,10
2024,dansk_apopleksi,patienttilfredshed,h_16,Herlev Hospital,Hovedstaden,index_0_100,hoejere_bedre,False,838,85.845,85.455,86.236,75.571,10.274,3
2024,dansk_apopleksi,patienttilfredshed,h_17,Bispebjerg Hospital,Hovedstaden,index_0_100,hoejere_bedre,False,1442,70.408,70.11,70.706,75.536,-5.128,14
