database_id,indikator_id,hospital_id,afdeling_id,aar,vaerdi,enhed,retning,metodebrud_flag,antal_forloeb,ci_nedre,ci_oevre,vaerdi_baseline,forbedring_siden_baseline,rang_afdeling
dansk_hjerteinfarkt,overlevelse_1aar,h_01,h_01_med,2020,89.556,pct,hoejere_bedre,True,167,88.937,90.175,86.834,2.722,4
dansk_hjerteinfarkt,overlevelse_1aar,h_01,h_01_med,2021,87.197,pct,hoejere_bedre,False,188,86.614,87.781,86.834,0.363,12
dansk_hjerteinfarkt,overlevelse_1aar,h_01,h_01_med,2022,88.056,pct,hoejere_bedre,False,189,87.474,88.637,86.834,1.222,9
dansk_hjerteinfarkt,overlevelse_1aar,h_01,h_01_med,2023,89.47,pct,hoejere_bedre,False,144,88.804,90.137,86.834,2.636,9
dansk_hjerteinfarkt,overlevelse_1aar,h_01,h_01_med,2024,87.793,pct,hoejere_bedre,False,227,87.262,88.324,86.834,0.959,19
dansk_hjerteinfarkt,mort_30d,h_01,h_01_med,2016,5.612,pct,lavere_bedre,False,161,4.982,6.243,5.675,0.063,2
dansk_hjerteinfarkt,mort_30d,h_01,h_01_med,2017,6.085,pct,lavere_bedre,False,211,5.534,6.636,5.675,-0.41,11
dansk_hjerteinfarkt,mort_30d,h_01,h_01_med,2018,5.675,pct,lavere_bedre,False,196,5.104,6.247,5.675,0.0,6
dansk_hjerteinfarkt,mort_30d,h_01,h_01_med,2019,6.022,pct,lavere_bedre,False,239,5.505,6.54,5.675,-0.347,8
dansk_hjerteinfarkt,mort_30d,h_01,h_01_med,2020,5.854,pct,lavere_bedre,True,167,5.235,6.473,5.675,-0.179,10
dansk_hjerteinfarkt,mort_30d,h_01,h_01_med,2021,5.42,pct,lavere_bedre,False,188,4.837,6.004,5.675,0.255,6
dansk_hjerteinfarkt,mort_30d,h_01,h_01_med,2022,5.769,pct,lavere_bedre,False,189,5.187,6.351,5.675,-0.094,12
dansk_hjerteinfarkt,mort_30d,h_01,h_01_med,2023,5.838,pct,lavere_bedre,False,144,5.171,6.505,5.675,-0.163,17
dansk_hjerteinfarkt,mort_30d,h_01,h_01_med,2024,4.702,pct,lavere_bedre,False,227,4.171,5.233,5.675,0.973,7
dansk_hjerteinfarkt,tid_til_behandling,h_01,h_01_med,2015,9.293,timer,lavere_bedre,False,233,8.769,9.818,9.591,0.298,19
dansk_hjerteinfarkt,tid_til_behandling,h_01,h_01_med,2016,9.336,timer,lavere_bedre,False,161,8.706,9.967,9.591,0.255,19
dansk_hjerteinfarkt,tid_til_behandling,h_01,h_01_med,2017,9.439,timer,lavere_bedre,False,211,8.888,9.99,9.591,0.152,19
dansk_hjerteinfarkt,tid_til_behandling,h_01,h_01_med,2018,9.591,timer,lavere_bedre,False,196,9.019,10.162,9.591,0.0,23
dansk_hjerteinfarkt,tid_til_behandling,h_01,h_01_med,2019,10.324,timer,lavere_bedre,False,239,9.806,10.841,9.591,-0.733,31
dansk_hjerteinfarkt,tid_til_behandling,h_01,h_01_med,2020,7.569,timer,lavere_bedre,True,167,6.95,8.188,9.591,2.022,7
dansk_hjerteinfarkt,tid_til_behandling,h_01,h_01_med,2021,7.464,timer,lavere_bedre,False,188,6.881,8.048,9.591,2.127,10
dansk_hjerteinfarkt,tid_til_behandling,h_01,h_01_med,2022,7.49,timer,lavere_bedre,False,189,6.909,8.072,9.591,2.101,10
dansk_hjerteinfarkt,tid_til_behandling,h_01,h_01_med,2023,8.452,timer,lavere_bedre,False,144,7.785,9.119,9.591,1.139,20
dansk_hjerteinfarkt,tid_til_behandling,h_01,h_01_med,2024,5.379,timer,lavere_bedre,False,227,4.848,5.91,9.591,4.212,8
dansk_hjerteinfarkt,komplikation,h_01,h_01_med,2015,8.113,pct,lavere_bedre,False,233,7.589,8.637,8.361,0.248,9
dansk_hjerteinfarkt,komplikation,h_01,h_01_med,2016,9.494,pct,lavere_bedre,False,161,8.863,10.124,8.361,-1.133,20
dansk_hjerteinfarkt,komplikation,h_01,h_01_med,2017,9.262,pct,lavere_bedre,False,211,8.712,9.813,8.361,-0.901,22
dansk_hjerteinfarkt,komplikation,h_01,h_01_med,2018,8.361,pct,lavere_bedre,False,196,7.789,8.932,8.361,0.0,13
dansk_hjerteinfarkt,komplikation,h_01,h_01_med,2019,8.964,pct,lavere_bedre,False,239,8.447,9.482,8.361,-0.603,20
dansk_hjerteinfarkt,komplikation,h_01,h_01_med,2020,8.449,pct,lavere_bedre,True,167,7.83,9.068,8.361,-0.088,13
dansk_hjerteinfarkt,komplikation,h_01,h_01_med,2021,8.077,pct,lavere_bedre,False,188,7.494,8.661,8.361,0.284,11
dansk_hjerteinfarkt,komplikation,h_01,h_01_med,2022,8.356,pct,lavere_bedre,False,189,7.774,8.938,8.361,0.005,18
dansk_hjerteinfarkt,komplikation,h_01,h_01_med,2023,8.979,pct,lavere_bedre,False,144,8.312,9.645,8.361,-0.618,24
dansk_hjerteinfarkt,komplikation,h_01,h_01_med,2024,7.35,pct,lavere_bedre,False,227,6.819,7.881,8.361,1.011,14
dansk_hjerteinfarkt,patienttilfredshed,h_01,h_01_med,2015,79.004,index_0_100,hoejere_bedre,False,233,78.48,79.528,,,12
dansk_hjerteinfarkt,patienttilfredshed,h_01,h_01_med,2016,79.974,index_0_100,hoejere_bedre,False,161,79.344,80.605,,,8
dansk_hjerteinfarkt,patienttilfredshed,h_01,h_01_med,2017,78.282,index_0_100,hoejere_bedre,False,211,77.731,78.832,,,14
dansk_hjerteinfarkt,patienttilfredshed,h_01,h_01_med,2019,83.244,index_0_100,hoejere_bedre,False,239,82.726,83.761,,,1
dansk_hjerteinfarkt,patienttilfredshed,h_01,h_01_med,2020,80.43,index_0_100,hoejere_bedre,True,167,79.811,81.049,,,10
dansk_hjerteinfarkt,patienttilfredshed,h_01,h_01_med,2021,79.259,index_0_100,hoejere_bedre,False,188,78.676,79.842,,,11
dansk_hjerteinfarkt,patienttilfredshed,h_01,h_01_med,2022,83.169,index_0_100,hoejere_bedre,False,189,82.587,83.751,,,9
dansk_hjerteinfarkt,patienttilfredshed,h_01,h_01_med,2023,83.773,index_0_100,hoejere_bedre,False,144,83.106,84.439,,,10
dansk_hjerteinfarkt,patienttilfredshed,h_01,h_01_med,2024,82.715,index_0_100,hoejere_bedre,False,227,82.184,83.246,,,15
dansk_hjerteinfarkt,behandlingskvalitet,h_01,h_01_med,2015,76.095,index_0_100,hoejere_bedre,False,233,75.571,76.619,76.035,0.06,11
dansk_hjerteinfarkt,behandlingskvalitet,h_01,h_01_med,2016,72.22,index_0_100,hoejere_bedre,False,161,71.589,72.85,76.035,-3.815,22
dansk_hjerteinfarkt,behandlingskvalitet,h_01,h_01_med,2017,75.323,index_0_100,hoejere_bedre,False,211,74.772,75.873,76.035,-0.712,11
dansk_hjerteinfarkt,behandlingskvalitet,h_01,h_01_med,2018,76.035,index_0_100,hoejere_bedre,False,196,75.464,76.606,76.035,0.0,6
dansk_hjerteinfarkt,behandlingskvalitet,h_01,h_01_med,2019,78.7,index_0_100,hoejere_bedre,False,239,78.182,79.217,76.035,2.665,1
dansk_hjerteinfarkt,behandlingskvalitet,h_01,h_01_med,2020,74.879,index_0_100,hoejere_bedre,True,167,74.26,75.498,76.035,-1.156,13
dansk_hjerteinfarkt,behandlingskvalitet,h_01,h_01_med,2021,75.355,index_0_100,hoejere_bedre,False,188,74.772,75.939,76.035,-0.68,14
dansk_hjerteinfarkt,behandlingskvalitet,h_01,h_01_med,2022,75.495,index_0_100,hoejere_bedre,False,189,74.914,76.077,76.035,-0.54,17
dansk_hjerteinfarkt,behandlingskvalitet,h_01,h_01_med,2023,81.418,index_0_100,hoejere_bedre,False,144,80.751,82.084,76.035,5.383,8
dansk_hjerteinfarkt,behandlingskvalitet,h_01,h_01_med,2024,83.086,index_0_100,hoejere_bedre,False,227,82.555,83.616,76.035,7.051,8
dansk_hjertesvigt,registreringsfuldkommenhed,h_01,h_01_med,2015,95.979,pct,hoejere_bedre,False,608,95.655,96.303,95.718,0.261,12
dansk_hjertesvigt,registreringsfuldkommenhed,h_01,h_01_med,2016,96.647,pct,hoejere_bedre,False,589,96.317,96.976,95.718,0.929,8
dansk_hjertesvigt,registreringsfuldkommenhed,h_01,h_01_med,2017,95.801,pct,hoejere_bedre,False,580,95.468,96.133,95.718,0.083,11
dansk_hjertesvigt,registreringsfuldkommenhed,h_01,h_01_med,2018,95.718,pct,hoejere_bedre,False,621,95.397,96.039,95.718,0.0,13
dansk_hjertesvigt,registreringsfuldkommenhed,h_01,h_01_med,2019,95.705,pct,hoejere_bedre,False,658,95.394,96.017,95.718,-0.013,10
dansk_hjertesvigt,registreringsfuldkommenhed,h_01,h_01_med,2020,95.996,pct,hoejere_bedre,True,737,95.701,96.291,95.718,0.278,16
dansk_hjertesvigt,registreringsfuldkommenhed,h_01,h_01_med,2021,96.77,pct,hoejere_bedre,False,672,96.461,97.078,95.718,1.052,10
dansk_hjertesvigt,registreringsfuldkommenhed,h_01,h_01_med,2023,97.421,pct,hoejere_bedre,False,684,97.115,97.727,95.718,1.703,9
dansk_hjertesvigt,registreringsfuldkommenhed,h_01,h_01_med,2024,98.612,pct,hoejere_bedre,False,613,98.289,98.935,95.718,2.894,5
dansk_hjertesvigt,overlevelse_1aar,h_01,h_01_med,2015,88.053,pct,hoejere_bedre,False,608,87.729,88.378,88.115,-0.062,10
dansk_hjertesvigt,overlevelse_1aar,h_01,h_01_med,2016,87.762,pct,hoejere_bedre,False,589,87.432,88.091,88.115,-0.353,14
dansk_hjertesvigt,overlevelse_1aar,h_01,h_01_med,2017,87.151,pct,hoejere_bedre,False,580,86.819,87.483,88.115,-0.964,20
dansk_hjertesvigt,overlevelse_1aar,h_01,h_01_med,2018,88.115,pct,hoejere_bedre,False,621,87.794,88.436,88.115,0.0,10
dansk_hjertesvigt,overlevelse_1aar,h_01,h_01_med,2019,88.918,pct,hoejere_bedre,False,658,88.606,89.23,88.115,0.803,9
dansk_hjertesvigt,overlevelse_1aar,h_01,h_01_med,2020,87.779,pct,hoejere_bedre,True,737,87.484,88.074,88.115,-0.336,16
dansk_hjertesvigt,overlevelse_1aar,h_01,h_01_med,2021,89.134,pct,hoejere_bedre,False,672,88.825,89.442,88.115,1.019,10
dansk_hjertesvigt,overlevelse_1aar,h_01,h_01_med,2022,88.745,pct,hoejere_bedre,False,687,88.44,89.05,88.115,0.63,12
dansk_hjertesvigt,overlevelse_1aar,h_01,h_01_med,2023,89.417,pct,hoejere_bedre,False,684,89.111,89.723,88.115,1.302,15
dansk_hjertesvigt,overlevelse_1aar,h_01,h_01_med,2024,90.797,pct,hoejere_bedre,False,613,90.474,91.12,88.115,2.682,9
dansk_hjertesvigt,tid_til_behandling,h_01,h_01_med,2015,8.615,timer,lavere_bedre,False,608,8.291,8.94,10.531,1.916,5
dansk_hjertesvigt,tid_til_behandling,h_01,h_01_med,2016,9.996,timer,lavere_bedre,False,589,9.666,10.326,10.531,0.535,14
dansk_hjertesvigt,tid_til_behandling,h_01,h_01_med,2017,8.855,timer,lavere_bedre,False,580,8.523,9.187,10.531,1.676,7
dansk_hjertesvigt,tid_til_behandling,h_01,h_01_med,2018,10.531,timer,lavere_bedre,False,621,10.21,10.852,10.531,0.0,22
dansk_hjertesvigt,tid_til_behandling,h_01,h_01_med,2019,11.526,timer,lavere_bedre,False,658,11.214,11.838,10.531,-0.995,28
dansk_hjertesvigt,tid_til_behandling,h_01,h_01_med,2020,8.259,timer,lavere_bedre,True,737,7.964,8.554,10.531,2.272,6
dansk_hjertesvigt,tid_til_behandling,h_01,h_01_med,2021,8.265,timer,lavere_bedre,False,672,7.957,8.574,10.531,2.266,9
dansk_hjertesvigt,tid_til_behandling,h_01,h_01_med,2022,9.506,timer,lavere_bedre,False,687,9.201,9.811,10.531,1.025,19
dansk_hjertesvigt,tid_til_behandling,h_01,h_01_med,2023,7.014,timer,lavere_bedre,False,684,6.708,7.32,10.531,3.517,9
dansk_hjertesvigt,tid_til_behandling,h_01,h_01_med,2024,8.103,timer,lavere_bedre,False,613,7.78,8.426,10.531,2.428,12
dansk_hjertesvigt,behandlingskvalitet,h_01,h_01_med,2015,76.366,index_0_100,hoejere_bedre,False,608,76.042,76.691,79.581,-3.215,19
dansk_hjertesvigt,behandlingskvalitet,h_01,h_01_med,2016,77.444,index_0_100,hoejere_bedre,False,589,77.114,77.773,79.581,-2.137,13
dansk_hjertesvigt,behandlingskvalitet,h_01,h_01_med,2017,76.015,index_0_100,hoejere_bedre,False,580,75.682,76.347,79.581,-3.566,17
dansk_hjertesvigt,behandlingskvalitet,h_01,h_01_med,2018,79.581,index_0_100,hoejere_bedre,False,621,79.26,79.902,79.581,0.0,9
dansk_hjertesvigt,behandlingskvalitet,h_01,h_01_med,2019,77.001,index_0_100,hoejere_bedre,False,658,76.689,77.312,79.581,-2.58,20
dansk_hjertesvigt,behandlingskvalitet,h_01,h_01_med,2020,80.281,index_0_100,hoejere_bedre,True,737,79.987,80.576,79.581,0.7,10
dansk_hjertesvigt,behandlingskvalitet,h_01,h_01_med,2021,79.642,index_0_100,hoejere_bedre,False,672,79.333,79.95,79.581,0.061,11
dansk_hjertesvigt,behandlingskvalitet,h_01,h_01_med,2022,81.048,index_0_100,hoejere_bedre,False,687,80.743,81.353,79.581,1.467,10
dansk_hjertesvigt,behandlingskvalitet,h_01,h_01_med,2023,80.521,index_0_100,hoejere_bedre,False,684,80.215,80.827,79.581,0.94,14
dansk_hjertesvigt,behandlingskvalitet,h_01,h_01_med,2024,83.557,index_0_100,hoejere_bedre,False,613,83.234,83.881,79.581,3.976,10
dansk_hjertesvigt,ventetid,h_01,h_01_med,2015,21.567,dage,lavere_bedre,False,608,21.242,21.891,21.396,-0.171,23
dansk_hjertesvigt,ventetid,h_01,h_01_med,2016,18.195,dage,lavere_bedre,False,589,17.866,18.525,21.396,3.201,7
dansk_hjertesvigt,ventetid,h_01,h_01_med,2017,21.079,dage,lavere_bedre,False,580,20.747,21.412,21.396,0.317,21
dansk_hjertesvigt,ventetid,h_01,h_01_med,2018,21.396,dage,lavere_bedre,False,621,21.075,21.717,21.396,0.0,24
dansk_hjertesvigt,ventetid,h_01,h_01_med,2019,17.62,dage,lavere_bedre,False,658,17.308,17.932,21.396,3.776,9
dansk_hjertesvigt,ventetid,h_01,h_01_med,2020,16.02,dage,lavere_bedre,True,737,15.725,16.315,21.396,5.376,4
dansk_hjertesvigt,ventetid,h_01,h_01_med,2021,17.018,dage,lavere_bedre,False,672,16.709,17.326,21.396,4.378,9
dansk_hjertesvigt,ventetid,h_01,h_01_med,2022,19.941,dage,lavere_bedre,False,687,19.636,20.246,21.396,1.455,21
dansk_hjertesvigt,ventetid,h_01,h_01_med,2023,16.357,dage,lavere_bedre,False,684,16.052,16.663,21.396,5.039,11
dansk_hjertesvigt,ventetid,h_01,h_01_med,2024,14.137,dage,lavere_bedre,False,613,13.814,14.46,21.396,7.259,9
dansk_apopleksi,registreringsfuldkommenhed,h_01,h_01_med,2015,91.51,pct,hoejere_bedre,False,257,91.011,92.009,92.534,-1.024,20
dansk_apopleksi,registreringsfuldkommenhed,h_01,h_01_med,2016,93.246,pct,hoejere_bedre,False,273,92.762,93.73,92.534,0.712,5
dansk_apopleksi,registreringsfuldkommenhed,h_01,h_01_med,2017,91.941,pct,hoejere_bedre,False,301,91.48,92.402,92.534,-0.593,17
dansk_apopleksi,registreringsfuldkommenhed,h_01,h_01_med,2018,92.534,pct,hoejere_bedre,False,291,92.065,93.003,92.534,0.0,7
dansk_apopleksi,registreringsfuldkommenhed,h_01,h_01_med,2019,93.441,pct,hoejere_bedre,False,246,92.931,93.951,92.534,0.907,7
dansk_apopleksi,registreringsfuldkommenhed,h_01,h_01_med,2020,92.787,pct,hoejere_bedre,True,355,92.363,93.212,92.534,0.253,13
dansk_apopleksi,registreringsfuldkommenhed,h_01,h_01_med,2021,93.25,pct,hoejere_bedre,False,343,92.818,93.682,92.534,0.716,11
dansk_apopleksi,registreringsfuldkommenhed,h_01,h_01_med,2022,94.219,pct,hoejere_bedre,False,350,93.791,94.646,92.534,1.685,9
dansk_apopleksi,registreringsfuldkommenhed,h_01,h_01_med,2023,94.63,pct,hoejere_bedre,False,279,94.151,95.109,92.534,2.096,10
dansk_apopleksi,registreringsfuldkommenhed,h_01,h_01_med,2024,94.544,pct,hoejere_bedre,False,389,94.139,94.95,92.534,2.01,11
dansk_apopleksi,behandlingskvalitet,h_01,h_01_med,2015,70.521,index_0_100,hoejere_bedre,False,257,70.021,71.02,71.033,-0.512,12
dansk_apopleksi,behandlingskvalitet,h_01,h_01_med,2016,69.615,index_0_100,hoejere_bedre,False,273,69.131,70.099,71.033,-1.418,13
dansk_apopleksi,behandlingskvalitet,h_01,h_01_med,2017,67.679,index_0_100,hoejere_bedre,False,301,67.218,68.14,71.033,-3.354,21
dansk_apopleksi,behandlingskvalitet,h_01,h_01_med,2018,71.033,index_0_100,hoejere_bedre,False,291,70.564,71.502,71.033,0.0,12
dansk_apopleksi,behandlingskvalitet,h_01,h_01_med,2019,74.381,index_0_100,hoejere_bedre,False,246,73.871,74.891,71.033,3.348,3
dansk_apopleksi,behandlingskvalitet,h_01,h_01_med,2020,70.101,index_0_100,hoejere_bedre,True,355,69.676,70.526,71.033,-0.932,17
dansk_apopleksi,behandlingskvalitet,h_01,h_01_med,2021,70.749,index_0_100,hoejere_bedre,False,343,70.317,71.181,71.033,-0.284,15
dansk_apopleksi,behandlingskvalitet,h_01,h_01_med,2022,74.555,index_0_100,hoejere_bedre,False,350,74.127,74.982,71.033,3.522,8
dansk_apopleksi,behandlingskvalitet,h_01,h_01_med,2023,75.168,index_0_100,hoejere_bedre,False,279,74.689,75.647,71.033,4.135,9
dansk_apopleksi,behandlingskvalitet,h_01,h_01_med,2024,75.362,index_0_100,hoejere_bedre,False,389,74.956,75.767,71.033,4.329,12
dansk_apopleksi,mort_30d,h_01,h_01_med,2015,5.084,pct,lavere_bedre,False,257,4.585,5.583,5.425,0.341,7
dansk_apopleksi,mort_30d,h_01,h_01_med,2016,5.461,pct,lavere_bedre,False,273,4.977,5.945,5.425,-0.036,14
dansk_apopleksi,mort_30d,h_01,h_01_med,2017,4.871,pct,lavere_bedre,False,301,4.409,5.332,5.425,0.554,8
dansk_apopleksi,mort_30d,h_01,h_01_med,2018,5.425,pct,lavere_bedre,False,291,4.956,5.894,5.425,0.0,12
dansk_apopleksi,mort_30d,h_01,h_01_med,2019,5.604,pct,lavere_bedre,False,246,5.094,6.114,5.425,-0.179,16
dansk_apopleksi,mort_30d,h_01,h_01_med,2020,4.272,pct,lavere_bedre,True,355,3.847,4.696,5.425,1.153,7
dansk_apopleksi,mort_30d,h_01,h_01_med,2021,5.6,pct,lavere_bedre,False,343,5.168,6.032,5.425,-0.175,18
dansk_apopleksi,mort_30d,h_01,h_01_med,2022,4.658,pct,lavere_bedre,False,350,4.231,5.086,5.425,0.767,9
dansk_apopleksi,mort_30d,h_01,h_01_med,2023,5.062,pct,lavere_bedre,False,279,4.583,5.541,5.425,0.363,15
dansk_apopleksi,mort_30d,h_01,h_01_med,2024,4.369,pct,lavere_bedre,False,389,3.963,4.775,5.425,1.056,13
dansk_apopleksi,patienttilfredshed,h_01,h_01_med,2015,74.596,index_0_100,hoejere_bedre,False,257,74.097,75.095,75.21,-0.614,12
dansk_apopleksi,patienttilfredshed,h_01,h_01_med,2016,75.45,index_0_100,hoejere_bedre,False,273,74.966,75.934,75.21,0.24,13
dansk_apopleksi,patienttilfredshed,h_01,h_01_med,2017,73.382,index_0_100,hoejere_bedre,False,301,72.921,73.843,75.21,-1.828,19
dansk_apopleksi,patienttilfredshed,h_01,h_01_med,2018,75.21,index_0_100,hoejere_bedre,False,291,74.741,75.679,75.21,0.0,10
dansk_apopleksi,patienttilfredshed,h_01,h_01_med,2019,74.743,index_0_100,hoejere_bedre,False,246,74.233,75.253,75.21,-0.467,13
dansk_apopleksi,patienttilfredshed,h_01,h_01_med,2020,74.051,index_0_100,hoejere_bedre,True,355,73.626,74.475,75.21,-1.159,16
dansk_apopleksi,patienttilfredshed,h_01,h_01_med,2021,76.105,index_0_100,hoejere_bedre,False,343,75.673,76.537,75.21,0.895,13
dansk_apopleksi,patienttilfredshed,h_01,h_01_med,2022,77.093,index_0_100,hoejere_bedre,False,350,76.665,77.52,75.21,1.883,12
dansk_apopleksi,patienttilfredshed,h_01,h_01_med,2023,76.379,index_0_100,hoejere_bedre,False,279,75.9,76.858,75.21,1.169,12
dansk_apopleksi,patienttilfredshed,h_01,h_01_med,2024,81.987,index_0_100,hoejere_bedre,False,389,81.582,82.393,75.21,6.777,8
dansk_apopleksi,tid_til_behandling,h_01,h_01_med,2015,7.6,timer,lavere_bedre,False,257,7.101,8.099,5.194,-2.406,23
dansk_apopleksi,tid_til_behandling,h_01,h_01_med,2016,7.724,timer,lavere_bedre,False,273,7.24,8.209,5.194,-2.53,21
dansk_apopleksi,tid_til_behandling,h_01,h_01_med,2017,6.561,timer,lavere_bedre,False,301,6.1,7.023,5.194,-1.367,10
dansk_apopleksi,tid_til_behandling,h_01,h_01_med,2018,5.194,timer,lavere_bedre,False,291,4.725,5.663,5.194,0.0,4
dansk_apopleksi,tid_til_behandling,h_01,h_01_med,2019,8.355,timer,lavere_bedre,False,246,7.845,8.865,5.194,-3.161,26
dansk_apopleksi,tid_til_behandling,h_01,h_01_med,2020,5.962,timer,lavere_bedre,True,355,5.537,6.387,5.194,-0.768,11
dansk_apopleksi,tid_til_behandling,h_01,h_01_med,2021,6.47,timer,lavere_bedre,False,343,6.038,6.902,5.194,-1.276,15
dansk_apopleksi,tid_til_behandling,h_01,h_01_med,2022,6.795,timer,lavere_bedre,False,350,6.367,7.223,5.194,-1.601,19
dansk_apopleksi,tid_til_behandling,h_01,h_01_med,2023,5.307,timer,lavere_bedre,False,279,4.828,5.786,5.194,-0.113,11
dansk_apopleksi,tid_til_behandling,h_01,h_01_med,2024,5.996,timer,lavere_bedre,False,389,5.591,6.402,5.194,-0.802,19
dansk_hoftefraktur,registreringsfuldkommenhed,h_01,h_01_med,2015,96.004,pct,hoejere_bedre,False,203,95.443,96.566,95.975,0.029,5
dansk_hoftefraktur,registreringsfuldkommenhed,h_01,h_01_med,2016,94.224,pct,hoejere_bedre,False,159,93.589,94.858,95.975,-1.751,17
dansk_hoftefraktur,registreringsfuldkommenhed,h_01,h_01_med,2017,94.569,pct,hoejere_bedre,False,182,93.976,95.162,95.975,-1.406,21
dansk_hoftefraktur,registreringsfuldkommenhed,h_01,h_01_med,2018,95.975,pct,hoejere_bedre,False,216,95.431,96.52,95.975,0.0,7
dansk_hoftefraktur,registreringsfuldkommenhed,h_01,h_01_med,2019,93.217,pct,hoejere_bedre,False,193,92.641,93.793,95.975,-2.758,31
dansk_hoftefraktur,registreringsfuldkommenhed,h_01,h_01_med,2020,95.558,pct,hoejere_bedre,True,150,94.904,96.211,95.975,-0.417,13
dansk_hoftefraktur,registreringsfuldkommenhed,h_01,h_01_med,2021,95.592,pct,hoejere_bedre,False,226,95.06,96.124,95.975,-0.383,14
dansk_hoftefraktur,registreringsfuldkommenhed,h_01,h_01_med,2022,96.143,pct,hoejere_bedre,False,180,95.547,96.74,95.975,0.168,14
dansk_hoftefraktur,registreringsfuldkommenhed,h_01,h_01_med,2023,96.581,pct,hoejere_bedre,False,253,96.078,97.084,95.975,0.606,10
dansk_hoftefraktur,registreringsfuldkommenhed,h_01,h_01_med,2024,96.989,pct,hoejere_bedre,False,194,96.415,97.563,95.975,1.014,9
dansk_hoftefraktur,genindlaeggelse,h_01,h_01_med,2015,10.357,pct,lavere_bedre,False,203,9.796,10.919,10.255,-0.102,6
dansk_hoftefraktur,genindlaeggelse,h_01,h_01_med,2016,12.772,pct,lavere_bedre,False,159,12.138,13.407,10.255,-2.517,30
dansk_hoftefraktur,genindlaeggelse,h_01,h_01_med,2017,12.456,pct,lavere_bedre,False,182,11.863,13.049,10.255,-2.201,25
dansk_hoftefraktur,genindlaeggelse,h_01,h_01_med,2018,10.255,pct,lavere_bedre,False,216,9.71,10.799,10.255,0.0,5
dansk_hoftefraktur,genindlaeggelse,h_01,h_01_med,2019,12.034,pct,lavere_bedre,False,193,11.458,12.609,10.255,-1.779,29
dansk_hoftefraktur,genindlaeggelse,h_01,h_01_med,2020,10.212,pct,lavere_bedre,True,150,9.559,10.865,10.255,0.043,10
dansk_hoftefraktur,genindlaeggelse,h_01,h_01_med,2021,10.412,pct,lavere_bedre,False,226,9.88,10.945,10.255,-0.157,7
dansk_hoftefraktur,genindlaeggelse,h_01,h_01_med,2022,9.668,pct,lavere_bedre,False,180,9.072,10.264,10.255,0.587,9
dansk_hoftefraktur,genindlaeggelse,h_01,h_01_med,2023,10.43,pct,lavere_bedre,False,253,9.927,10.933,10.255,-0.175,16
dansk_hoftefraktur,genindlaeggelse,h_01,h_01_med,2024,9.379,pct,lavere_bedre,False,194,8.805,9.953,10.255,0.876,12
dansk_hoftefraktur,ventetid,h_01,h_01_med,2015,17.554,dage,lavere_bedre,False,203,16.992,18.115,15.684,-1.87,12
dansk_hoftefraktur,ventetid,h_01,h_01_med,2016,16.403,dage,lavere_bedre,False,159,15.768,17.037,15.684,-0.719,6
