aar,database_id,indikator_id,hospital_id,hospital_navn,region,enhed,retning,metodebrud_flag,antal_forloeb_hospital,vaerdi_hospital,ci_nedre_hospital,ci_oevre_hospital,vaerdi_baseline_hospital,forbedring_siden_baseline_hospital,rang_hospital
2015,akut,overlevelse_1aar,h_03,RH Frederikshavn,Nordjylland,pct,hoejere_bedre,False,1751,84.934,84.664,85.204,85.518,-0.584,12
2015,akut,overlevelse_1aar,h_04,AUH,Midtjylland,pct,hoejere_bedre,False,362,87.846,87.425,88.266,87.646,0.2,3
2015,akut,overlevelse_1aar,h_05,RH Gødstrup,Midtjylland,pct,hoejere_bedre,False,302,84.595,83.958,85.232,84.179,0.416,14
2015,akut,overlevelse_1aar,h_06,RH Horsens,Midtjylland,pct,hoejere_bedre,False,540,86.757,86.272,87.243,84.895,1.862,5
2015,akut,overlevelse_1aar,h_07,HE Midt,Midtjylland,pct,hoejere_bedre,False,817,88.198,87.803,88.593,84.584,3.614,2
2015,akut,overlevelse_1aar,h_08,OUH,Syddanmark,pct,hoejere_bedre,False,2285,83.072,82.836,83.308,82.909,0.163,17
2015,akut,overlevelse_1aar,h_09,Esbjerg Sygehus,Syddanmark,pct,hoejere_bedre,False,1223,84.273,83.95,84.597,84.808,-0.535,15
2015,akut,overlevelse_1aar,h_10,Sygehus Sønderjylland,Syddanmark,pct,hoejere_bedre,False,1178,85.879,85.553,86.203,84.695,1.184,8
2015,akut,overlevelse_1aar,h_11,Sygehus Lillebælt,Syddanmark,pct,hoejere_bedre,False,715,87.232,86.81,87.654,87.853,-0.621,4
2015,akut,overlevelse_1aar,h_12,Holbæk Sygehus,Sjælland,pct,hoejere_bedre,False,766,86.498,86.09,86.906,85.115,1.383,7
2015,akut,overlevelse_1aar,h_13,Næstved Sygehus,Sjælland,pct,hoejere_bedre,False,646,84.795,84.356,85.234,84.395,0.4,13
2015,akut,overlevelse_1aar,h_14,SU Roskilde,Sjælland,pct,hoejere_bedre,False,694,85.027,84.608,85.445,84.066,0.961,11
2015,akut,overlevelse_1aar,h_15,Rigshospitalet,Hovedstaden,pct,hoejere_bedre,False,694,86.696,86.303,87.088,86.489,0.207,6
2015,akut,overlevelse_1aar,h_16,Herlev Hospital,Hovedstaden,pct,hoejere_bedre,False,1246,82.822,82.502,83.143,85.511,-2.689,18
2015,akut,overlevelse_1aar,h_17,Bispebjerg Hospital,Hovedstaden,pct,hoejere_bedre,False,1749,85.51,85.241,85.781,86.794,-1.284,10
2015,akut,overlevelse_1aar,h_18,Hvidovre Hospital,Hovedstaden,pct,hoejere_bedre,False,726,88.298,87.941,88.655,87.766,0.532,1
2015,akut,registreringsfuldkommenhed,h_01,Aalborg Universitetshospital,Nordjylland,pct,hoejere_bedre,False,852,94.132,93.749,94.517,93.469,0.663,9
2015,akut,registreringsfuldkommenhed,h_02,RH Hjørring,Nordjylland,pct,hoejere_bedre,False,774,92.611,92.212,93.01,94.21,-1.599,13
2015,akut,registreringsfuldkommenhed,h_03,RH Frederikshavn,Nordjylland,pct,hoejere_bedre,False,1751,93.464,93.195,93.734,93.509,-0.045,12
2015,akut,registreringsfuldkommenhed,h_04,AUH,Midtjylland,pct,hoejere_bedre,False,1168,94.394,94.069,94.719,96.099,-1.705,8
2015,akut,registreringsfuldkommenhed,h_05,RH Gødstrup,Midtjylland,pct,hoejere_bedre,False,302,92.07,91.433,92.707,93.055,-0.985,15
2015,akut,registreringsfuldkommenhed,h_06,RH Horsens,Midtjylland,pct,hoejere_bedre,False,540,93.935,93.449,94.42,93.464,0.471,10
2015,akut,registreringsfuldkommenhed,h_07,HE Midt,Midtjylland,pct,hoejere_bedre,False,817,94.732,94.337,95.128,95.04,-0.308,4
2015,akut,registreringsfuldkommenhed,h_08,OUH,Syddanmark,pct,hoejere_bedre,False,2285,92.402,92.166,92.639,91.769,0.633,14
2015,akut,registreringsfuldkommenhed,h_09,Esbjerg Sygehus,Syddanmark,pct,hoejere_bedre,False,1223,91.856,91.532,92.179,92.288,-0.432,16
2015,akut,registreringsfuldkommenhed,h_10,Sygehus Sønderjylland,Syddanmark,pct,hoejere_bedre,False,1178,94.605,94.281,94.93,93.935,0.67,6
2015,akut,registreringsfuldkommenhed,h_11,Sygehus Lillebælt,Syddanmark,pct,hoejere_bedre,False,715,95.315,94.894,95.736,95.411,-0.096,2
2015,akut,registreringsfuldkommenhed,h_12,Holbæk Sygehus,Sjælland,pct,hoejere_bedre,False,766,94.557,94.149,94.965,94.304,0.253,7
2015,akut,registreringsfuldkommenhed,h_13,Næstved Sygehus,Sjælland,pct,hoejere_bedre,False,646,93.607,93.168,94.046,93.356,0.251,11
2015,akut,registreringsfuldkommenhed,h_14,SU Roskilde,Sjælland,pct,hoejere_bedre,False,694,91.181,90.761,91.6,91.554,-0.373,18
2015,akut,registreringsfuldkommenhed,h_15,Rigshospitalet,Hovedstaden,pct,hoejere_bedre,False,694,94.906,94.514,95.299,94.694,0.212,3
2015,akut,registreringsfuldkommenhed,h_16,Herlev Hospital,Hovedstaden,pct,hoejere_bedre,False,1246,91.626,91.305,91.947,94.412,-2.786,17
2015,akut,registreringsfuldkommenhed,h_17,Bispebjerg Hospital,Hovedstaden,pct,hoejere_bedre,False,1749,94.694,94.424,94.964,94.309,0.385,5
2015,akut,registreringsfuldkommenhed,h_18,Hvidovre Hospital,Hovedstaden,pct,hoejere_bedre,False,726,96.043,95.686,96.4,95.4,0.643,1
2015,akut,tid_til_behandling,h_01,Aalborg Universitetshospital,Nordjylland,timer,lavere_bedre,False,852,8.735,8.352,9.12,9.182,0.447,8
2015,akut,tid_til_behandling,h_02,RH Hjørring,Nordjylland,timer,lavere_bedre,False,774,10.365,9.966,10.765,8.712,-1.653,14
2015,akut,tid_til_behandling,h_03,RH Frederikshavn,Nordjylland,timer,lavere_bedre,False,1751,8.932,8.662,9.202,9.414,0.482,10
2015,akut,tid_til_behandling,h_04,AUH,Midtjylland,timer,lavere_bedre,False,1168,8.252,7.927,8.576,6.839,-1.413,5
2015,akut,tid_til_behandling,h_05,RH Gødstrup,Midtjylland,timer,lavere_bedre,False,302,10.294,9.656,10.931,10.186,-0.108,13
2015,akut,tid_til_behandling,h_06,RH Horsens,Midtjylland,timer,lavere_bedre,False,229,8.805,8.276,9.333,9.407,0.602,9
2015,akut,tid_til_behandling,h_07,HE Midt,Midtjylland,timer,lavere_bedre,False,817,7.344,6.949,7.739,8.225,0.881,3
2015,akut,tid_til_behandling,h_08,OUH,Syddanmark,timer,lavere_bedre,False,2285,11.401,11.165,11.638,11.046,-0.355,16
2015,akut,tid_til_behandling,h_09,Esbjerg Sygehus,Syddanmark,timer,lavere_bedre,False,1223,11.106,10.783,11.43,9.529,-1.577,15
2015,akut,tid_til_behandling,h_10,Sygehus Sønderjylland,Syddanmark,timer,lavere_bedre,False,1178,8.446,8.121,8.771,9.516,1.07,7
2015,akut,tid_til_behandling,h_11,Sygehus Lillebælt,Syddanmark,timer,lavere_bedre,False,715,6.983,6.562,7.405,7.459,0.476,2
2015,akut,tid_til_behandling,h_12,Holbæk Sygehus,Sjælland,timer,lavere_bedre,False,766,8.382,7.974,8.79,9.94,1.558,6
2015,akut,tid_til_behandling,h_13,Næstved Sygehus,Sjælland,timer,lavere_bedre,False,646,9.2,8.761,9.639,8.7,-0.5,11
2015,akut,tid_til_behandling,h_14,SU Roskilde,Sjælland,timer,lavere_bedre,False,694,11.95,11.532,12.37,10.309,-1.641,18
2015,akut,tid_til_behandling,h_15,Rigshospitalet,Hovedstaden,timer,lavere_bedre,False,694,9.396,9.004,9.789,8.233,-1.163,12
2015,akut,tid_til_behandling,h_16,Herlev Hospital,Hovedstaden,timer,lavere_bedre,False,1246,11.566,11.246,11.887,8.0,-3.566,17
2015,akut,tid_til_behandling,h_17,Bispebjerg Hospital,Hovedstaden,timer,lavere_bedre,False,990,7.796,7.542,8.05,7.156,-0.64,4
2015,akut,tid_til_behandling,h_18,Hvidovre Hospital,Hovedstaden,timer,lavere_bedre,False,726,5.697,5.34,6.054,6.751,1.054,1
2015,akut,ventetid,h_01,Aalborg Universitetshospital,Nordjylland,dage,lavere_bedre,False,852,17.614,17.23,17.998,20.329,2.715,9
2015,akut,ventetid,h_02,RH Hjørring,Nordjylland,dage,lavere_bedre,False,774,20.167,19.768,20.567,16.782,-3.385,14
2015,akut,ventetid,h_03,RH Frederikshavn,Nordjylland,dage,lavere_bedre,False,1751,19.115,18.845,19.385,19.523,0.408,12
2015,akut,ventetid,h_04,AUH,Midtjylland,dage,lavere_bedre,False,1168,16.215,15.891,16.54,14.792,-1.423,6
2015,akut,ventetid,h_05,RH Gødstrup,Midtjylland,dage,lavere_bedre,False,302,20.084,19.446,20.72,19.868,-0.216,13
2015,akut,ventetid,h_06,RH Horsens,Midtjylland,dage,lavere_bedre,False,540,16.177,15.692,16.663,17.806,1.629,4
2015,akut,ventetid,h_07,HE Midt,Midtjylland,dage,lavere_bedre,False,817,13.904,13.509,14.299,17.301,3.397,1
2015,akut,ventetid,h_08,OUH,Syddanmark,dage,lavere_bedre,False,2285,21.837,21.6,22.074,21.305,-0.532,16
2015,akut,ventetid,h_09,Esbjerg Sygehus,Syddanmark,dage,lavere_bedre,False,1223,20.479,20.155,20.802,20.239,-0.24,15
2015,akut,ventetid,h_10,Sygehus Sønderjylland,Syddanmark,dage,lavere_bedre,False,1178,16.714,16.39,17.039,20.312,3.598,7
2015,akut,ventetid,h_11,Sygehus Lillebælt,Syddanmark,dage,lavere_bedre,False,420,16.06,15.67,16.45,16.74,0.68,3
2015,akut,ventetid,h_12,Holbæk Sygehus,Sjælland,dage,lavere_bedre,False,766,16.191,15.783,16.599,18.625,2.434,5
2015,akut,ventetid,h_13,Næstved Sygehus,Sjælland,dage,lavere_bedre,False,646,18.746,18.306,19.184,19.939,1.193,11
2015,akut,ventetid,h_14,SU Roskilde,Sjælland,dage,lavere_bedre,False,694,23.638,23.219,24.057,22.464,-1.174,18
2015,akut,ventetid,h_15,Rigshospitalet,Hovedstaden,dage,lavere_bedre,False,90,17.866,17.022,18.709,17.742,-0.124,10
2015,akut,ventetid,h_16,Herlev Hospital,Hovedstaden,dage,lavere_bedre,False,633,22.107,21.789,22.425,17.398,-4.709,17
2015,akut,ventetid,h_17,Bispebjerg Hospital,Hovedstaden,dage,lavere_bedre,False,1749,17.37,17.1,17.64,18.449,1.079,8
2015,akut,ventetid,h_18,Hvidovre Hospital,Hovedstaden,dage,lavere_bedre,False,726,14.146,13.789,14.503,14.532,0.386,2
2015,dansk_apopleksi,behandlingskvalitet,h_01,Aalborg Universitetshospital,Nordjylland,index_0_100,hoejere_bedre,False,426,68.994,68.448,69.539,70.84,-1.846,9
2015,dansk_apopleksi,behandlingskvalitet,h_02,RH Hjørring,Nordjylland,index_0_100,hoejere_bedre,False,917,69.026,68.654,69.398,72.164,-3.138,8
2015,dansk_apopleksi,behandlingskvalitet,h_03,RH Frederikshavn,Nordjylland,index_0_100,hoejere_bedre,False,1541,68.387,68.099,68.675,67.719,0.668,11
2015,dansk_apopleksi,behandlingskvalitet,h_04,AUH,Midtjylland,index_0_100,hoejere_bedre,False,925,71.636,71.281,71.991,76.066,-4.43,4
2015,dansk_apopleksi,behandlingskvalitet,h_05,RH Gødstrup,Midtjylland,index_0_100,hoejere_bedre,False,556,64.141,63.696,64.584,67.136,-2.995,15
2015,dansk_apopleksi,behandlingskvalitet,h_06,RH Horsens,Midtjylland,index_0_100,hoejere_bedre,False,1202,66.289,65.975,66.604,69.343,-3.054,13
2015,dansk_apopleksi,behandlingskvalitet,h_07,HE Midt,Midtjylland,index_0_100,hoejere_bedre,False,905,75.052,74.713,75.391,71.623,3.429,2
2015,dansk_apopleksi,behandlingskvalitet,h_08,OUH,Syddanmark,index_0_100,hoejere_bedre,False,1597,64.003,63.726,64.282,65.542,-1.539,16
2015,dansk_apopleksi,behandlingskvalitet,h_09,Esbjerg Sygehus,Syddanmark,index_0_100,hoejere_bedre,False,1258,64.445,64.13,64.76,69.9,-5.455,14
2015,dansk_apopleksi,behandlingskvalitet,h_10,Sygehus Sønderjylland,Syddanmark,index_0_100,hoejere_bedre,False,1044,69.669,69.331,70.007,68.352,1.317,7
2015,dansk_apopleksi,behandlingskvalitet,h_11,Sygehus Lillebælt,Syddanmark,index_0_100,hoejere_bedre,False,1490,74.819,74.533,75.106,74.485,0.334,3
2015,dansk_apopleksi,behandlingskvalitet,h_12,Holbæk Sygehus,Sjælland,index_0_100,hoejere_bedre,False,759,68.54,68.13,68.951,68.821,-0.281,10
2015,dansk_apopleksi,behandlingskvalitet,h_13,Næstved Sygehus,Sjælland,index_0_100,hoejere_bedre,False,1123,66.464,66.137,66.792,67.32,-0.856,12
2015,dansk_apopleksi,behandlingskvalitet,h_14,SU Roskilde,Sjælland,index_0_100,hoejere_bedre,False,1096,63.464,63.126,63.801,65.891,-2.427,17
2015,dansk_apopleksi,behandlingskvalitet,h_15,Rigshospitalet,Hovedstaden,index_0_100,hoejere_bedre,False,375,70.612,70.198,71.025,67.475,3.137,6
2015,dansk_apopleksi,behandlingskvalitet,h_16,Herlev Hospital,Hovedstaden,index_0_100,hoejere_bedre,False,642,62.678,62.232,63.124,71.213,-8.535,18
2015,dansk_apopleksi,behandlingskvalitet,h_17,Bispebjerg Hospital,Hovedstaden,index_0_100,hoejere_bedre,False,1130,70.975,70.639,71.312,69.349,1.626,5
2015,dansk_apopleksi,behandlingskvalitet,h_18,Hvidovre Hospital,Hovedstaden,index_0_100,hoejere_bedre,False,251,76.251,75.556,76.945,73.192,3.059,1
2015,dansk_apopleksi,mort_30d,h_01,Aalborg Universitetshospital,Nordjylland,pct,lavere_bedre,False,426,5.177,4.632,5.722,5.408,0.231,5
2015,dansk_apopleksi,mort_30d,h_02,RH Hjørring,Nordjylland,pct,lavere_bedre,False,917,6.332,5.96,6.704,5.859,-0.473,14
2015,dansk_apopleksi,mort_30d,h_03,RH Frederikshavn,Nordjylland,pct,lavere_bedre,False,1541,5.963,5.675,6.25,6.636,0.673,12
2015,dansk_apopleksi,mort_30d,h_04,AUH,Midtjylland,pct,lavere_bedre,False,925,5.071,4.716,5.426,4.158,-0.913,4
2015,dansk_apopleksi,mort_30d,h_05,RH Gødstrup,Midtjylland,pct,lavere_bedre,False,556,6.638,6.193,7.081,5.565,-1.073,15
2015,dansk_apopleksi,mort_30d,h_06,RH Horsens,Midtjylland,pct,lavere_bedre,False,1202,5.904,5.589,6.218,6.206,0.302,11
2015,dansk_apopleksi,mort_30d,h_07,HE Midt,Midtjylland,pct,lavere_bedre,False,805,4.711,4.429,4.993,4.949,0.238,1
2015,dansk_apopleksi,mort_30d,h_08,OUH,Syddanmark,pct,lavere_bedre,False,510,6.875,6.521,7.23,6.698,-0.177,17
2015,dansk_apopleksi,mort_30d,h_09,Esbjerg Sygehus,Syddanmark,pct,lavere_bedre,False,1258,6.727,6.412,7.042,5.981,-0.746,16
2015,dansk_apopleksi,mort_30d,h_10,Sygehus Sønderjylland,Syddanmark,pct,lavere_bedre,False,1044,5.752,5.415,6.09,5.966,0.214,9
2015,dansk_apopleksi,mort_30d,h_11,Sygehus Lillebælt,Syddanmark,pct,lavere_bedre,False,1490,4.731,4.444,5.017,4.292,-0.439,2
2015,dansk_apopleksi,mort_30d,h_12,Holbæk Sygehus,Sjælland,pct,lavere_bedre,False,759,5.294,4.883,5.704,5.81,0.516,6
2015,dansk_apopleksi,mort_30d,h_13,Næstved Sygehus,Sjælland,pct,lavere_bedre,False,1123,5.781,5.454,6.109,6.022,0.241,10
2015,dansk_apopleksi,mort_30d,h_14,SU Roskilde,Sjælland,pct,lavere_bedre,False,1096,6.224,5.887,6.562,5.886,-0.338,13
2015,dansk_apopleksi,mort_30d,h_15,Rigshospitalet,Hovedstaden,pct,lavere_bedre,False,661,5.613,5.174,6.052,5.584,-0.029,8
2015,dansk_apopleksi,mort_30d,h_16,Herlev Hospital,Hovedstaden,pct,lavere_bedre,False,642,6.895,6.449,7.341,5.373,-1.522,18
2015,dansk_apopleksi,mort_30d,h_17,Bispebjerg Hospital,Hovedstaden,pct,lavere_bedre,False,1130,5.393,5.056,5.729,5.503,0.11,7
2015,dansk_apopleksi,mort_30d,h_18,Hvidovre Hospital,Hovedstaden,pct,lavere_bedre,False,251,4.753,4.059,5.448,4.948,0.195,3
2015,dansk_apopleksi,patienttilfredshed,h_01,Aalborg Universitetshospital,Nordjylland,index_0_100,hoejere_bedre,False,426,75.731,75.186,76.276,74.675,1.056,6
2015,dansk_apopleksi,patienttilfredshed,h_02,RH Hjørring,Nordjylland,index_0_100,hoejere_bedre,False,917,70.291,69.919,70.663,75.155,-4.864,15
2015,dansk_apopleksi,patienttilfredshed,h_03,RH Frederikshavn,Nordjylland,index_0_100,hoejere_bedre,False,1541,73.435,73.147,73.723,73.653,-0.218,10
2015,dansk_apopleksi,patienttilfredshed,h_04,AUH,Midtjylland,index_0_100,hoejere_bedre,False,925,77.603,77.248,77.958,76.2,1.403,2
2015,dansk_apopleksi,patienttilfredshed,h_05,RH Gødstrup,Midtjylland,index_0_100,hoejere_bedre,False,556,70.72,70.276,71.164,71.551,-0.831,14
2015,dansk_apopleksi,patienttilfredshed,h_06,RH Horsens,Midtjylland,index_0_100,hoejere_bedre,False,1202,74.092,73.778,74.406,73.235,0.857,9
2015,dansk_apopleksi,patienttilfredshed,h_07,HE Midt,Midtjylland,index_0_100,hoejere_bedre,False,905,72.56,72.221,72.899,73.945,-1.385,12
2015,dansk_apopleksi,patienttilfredshed,h_08,OUH,Syddanmark,index_0_100,hoejere_bedre,False,1597,70.01,69.731,70.287,70.083,-0.073,16
2015,dansk_apopleksi,patienttilfredshed,h_09,Esbjerg Sygehus,Syddanmark,index_0_100,hoejere_bedre,False,1258,71.235,70.92,71.55,70.759,0.476,13
2015,dansk_apopleksi,patienttilfredshed,h_10,Sygehus Sønderjylland,Syddanmark,index_0_100,hoejere_bedre,False,255,76.404,75.903,76.905,74.171,2.233,4
2015,dansk_apopleksi,patienttilfredshed,h_11,Sygehus Lillebælt,Syddanmark,index_0_100,hoejere_bedre,False,1490,78.704,78.418,78.991,76.974,1.73,1
2015,dansk_apopleksi,patienttilfredshed,h_12,Holbæk Sygehus,Sjælland,index_0_100,hoejere_bedre,False,759,76.264,75.853,76.674,72.863,3.401,5
2015,dansk_apopleksi,patienttilfredshed,h_13,Næstved Sygehus,Sjælland,index_0_100,hoejere_bedre,False,828,72.582,72.304,72.86,73.281,-0.699,11
2015,dansk_apopleksi,patienttilfredshed,h_14,SU Roskilde,Sjælland,index_0_100,hoejere_bedre,False,1096,68.124,67.786,68.461,70.24,-2.116,17
2015,dansk_apopleksi,patienttilfredshed,h_15,Rigshospitalet,Hovedstaden,index_0_100,hoejere_bedre,False,661,74.113,73.674,74.552,72.634,1.479,8
2015,dansk_apopleksi,patienttilfredshed,h_16,Herlev Hospital,Hovedstaden,index_0_100,hoejere_bedre,False,642,67.84,67.394,68.286,75.571,-7.731,18
2015,dansk_apopleksi,patienttilfredshed,h_17,Bispebjerg Hospital,Hovedstaden,index_0_100,hoejere_bedre,False,585,76.826,76.495,77.157,75.536,1.29,3
